,index,title,link,image,pubDate,director,actor,userRating,genre,nation,pos_per,pos_key,neg_key
132,132,인생은 아름다워(2020),https://movie.naver.com/movie/bi/mi/basic.nhn?code=187821,https://ssl.pstatic.net/imgmovie/mdi/mit110/1878/187821_P51_175844.jpg,2020,최국희,"류승룡,염정아,박세완,옹성우",9.24,뮤지컬,한국,0.912087912087912,"감동,노래,엄마,눈물,뮤지컬","사람,뮤지컬,분석,평가,가죽"
133,133,"님아, 그 강을 건너지 마오",https://movie.naver.com/movie/bi/mi/basic.nhn?code=130013,https://ssl.pstatic.net/imgmovie/mdi/mit110/1300/130013_P05_132145.jpg,2014,진모영,"조병만,강계열",9.24,다큐멘터리,한국,0.9310344827586208,"사랑,할아버지,할머니,인생,눈물","처음,할머니,인간,펑펑,이해"
134,134,그림자들의 섬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121772,https://ssl.pstatic.net/imgmovie/mdi/mit110/1217/121772_P24_170750.jpg,2014,김정근,"김진숙,박성호,박희찬,윤국성,정태훈,김지연,정이균",9.23,다큐멘터리,한국,0.8383838383838383,"이야기,노동자,한진,현실,다큐","사람,역사,노동자,투쟁,민주"
135,135,1987,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158191,https://ssl.pstatic.net/imgmovie/mdi/mit110/1581/158191_P60_173938.jpg,2017,장준환,"김윤석,하정우,유해진,김태리,박희순,이희준",9.23,드라마,한국,0.7176470588235294,"역사,눈물,대한민국,민주주의,모닝","좌파,사람,진실,재미,이유"
136,136,블랙핑크 더 무비,https://movie.naver.com/movie/bi/mi/basic.nhn?code=206577,https://ssl.pstatic.net/imgmovie/mdi/mit110/2065/206577_P13_172246.jpg,2021,"오윤동,정수이",블랙핑크,9.23,공연,한국,0.7727272727272727,"블랙,핑크,콘서트,감동,주년","블핑,콘서트,블랙,핑크,수준"
137,137,킹콩을 들다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=50672,https://ssl.pstatic.net/imgmovie/mdi/mit110/0506/50672_P01_125319.jpg,2009,박건용,"이범수,조안",9.23,드라마,한국,0.7959183673469388,"감동,장면,다시,눈물,선생님","신파,모자,마지막,역도,한국영"
138,138,스웨그,https://movie.naver.com/movie/bi/mi/basic.nhn?code=198737,https://ssl.pstatic.net/imgmovie/mdi/mit110/1987/198737_P03_160531.jpg,2020,임성관,"니엘,이보림,최규진",9.23,드라마,한국,0.7951807228915663,"노래,마지막,무대,손가락질,음악","영상,음악,하이,조작,상영"
139,139,똥파리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=68031,https://ssl.pstatic.net/imgmovie/mdi/mit110/0680/F8031-00.jpg,2008,양익준,"양익준,김꽃비,이환",9.23,드라마,한국,0.7752808988764045,"폭력,현실,최고,상훈,인생","사람,똥파리,아버지,상훈,드라마"
140,140,극장판 헬로카봇 : 백악기 시대,https://movie.naver.com/movie/bi/mi/basic.nhn?code=175727,https://ssl.pstatic.net/imgmovie/mdi/mit110/1757/175727_P08_154401.jpg,2018,"김진철,최신규","이지현,김용준,양정화",9.23,애니메이션,한국,0.8585858585858586,"아들,집중,최고,공룡,애기","공룡,백악기,재미,처음,깃털"
141,141,태극기 휘날리며,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36666,https://ssl.pstatic.net/imgmovie/mdi/mit110/0366/36666_P123_112236.jpg,2003,강제규,"장동건,원빈,이은주",9.22,"전쟁,드라마",한국,0.7528089887640449,"전쟁,다시,최고,명작,감동","빨갱이,태극기,바이든,한국,치가"
142,142,칼리토 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16217,https://ssl.pstatic.net/imgmovie/mdi/mit110/0162/A6217-00.jpg,1993,브라이언 드 팔마,"알 파치노,숀 펜,페네로프 앤 밀러",9.22,"드라마,액션",미국,0.723404255319149,"알파,치노,인생,칼리토,최고","알파,치노,사람,구만,년대"
143,143,그린마일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=28677,https://ssl.pstatic.net/imgmovie/mdi/mit110/0286/B8677-00.jpg,1999,프랭크 다라본트,"톰 행크스,데이빗 모스,보니 헌트,마이클 클락 던칸,제임스 크롬웰,마이클 제터,그레이엄 그린,더그 허치슨,샘 록웰,배리 페퍼,제프리 드먼,패트리시아 클락슨,해리 딘 스탠튼",9.22,"드라마,판타지",미국,0.8518518518518519,"감동,마음,인간,다시,인생","사람,미화,남자,쌍둥이,여자"
144,144,뚜르: 내 생애 최고의 49일,https://movie.naver.com/movie/bi/mi/basic.nhn?code=142304,https://ssl.pstatic.net/imgmovie/mdi/mit110/1423/142304_P84_105354.jpg,2016,"임정하,전일우,박형준,김양래","이윤혁,이장훈,윤학병,임영석,이남규",9.22,다큐멘터리,한국,0.7816091954022989,"인생,윤혁,사람,감동,모습","사람,고생,이영화,영상,넷플릭스"
145,145,쥬만지 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17440,https://ssl.pstatic.net/imgmovie/mdi/mit110/0174/A7440-00.jpg,1995,조 존스톤,"로빈 윌리엄스,커스틴 던스트,데이빗 알란 그리어,아담 한 바이어드,보니 헌트,조나단 하이드,베베 뉴워스",9.22,"어드벤처,판타지,가족,액션",미국,0.7934782608695652,"명작,다시,로빈,최고,지금","게임,주사위,중학교,사냥꾼,이제야"
146,146,꼬마 돼지 베이브 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17538,https://ssl.pstatic.net/imgmovie/mdi/mit110/0175/A7538-02.jpg,1995,크리스 누난,"제임스 크롬웰,마그다 즈밴스키,크리스틴 카바나",9.22,"가족,드라마,코미디","호주,미국",0.78,"돼지,이브,다시,감동,명작","동물,매드,맥스,돼지,사람"
147,147,60만번의 트라이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119565,https://ssl.pstatic.net/imgmovie/mdi/mit110/1195/119565_P27_111424.jpg,2013,"박사유,박돈사","문정희,김관태,현충현,김철홍,이경주",9.22,다큐멘터리,"한국,일본",0.81,"감동,마음,열정,눈물,모습","다큐,배제,나레이션,하자,이해"
148,148,니모를 찾아서,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32116,https://ssl.pstatic.net/imgmovie/mdi/mit110/0321/32116_P53_173240.jpg,2003,앤드류 스탠튼,"앨버트 브룩스,엘런 드제너러스,알렉산더 굴드,윌렘 대포,브래드 거렛,앨리슨 제니,오스틴 펜들튼",9.22,"애니메이션,코미디,어드벤처,가족",미국,0.7789473684210526,"픽사,애니메이션,아빠,지금,모든","니모,아빠,도리,자식,어항"
149,149,내겐 너무 소중한 너,https://movie.naver.com/movie/bi/mi/basic.nhn?code=201898,https://ssl.pstatic.net/imgmovie/mdi/mit110/2018/201898_P17_172525.jpg,2021,"이창원,권성모","진구,정서연",9.22,드라마,한국,0.8620689655172413,"감동,눈물,은혜,마음,아역배우","아빠,아마,내용,보시,추천"
150,150,미드나이트런,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10488,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/A0488-00.jpg,1988,마틴 브레스트,"로버트 드 니로,찰스 그로딘",9.21,"액션,코미디",미국,0.7676767676767676,"드니,최고,코믹,로버트,내내","년대,옛날,코미디,드니,향기"
151,151,눈길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=134772,https://ssl.pstatic.net/imgmovie/mdi/mit110/1347/134772_P03_143217.jpg,2015,이나정,"김영옥,김향기,김새론,조수향",9.21,드라마,한국,0.8461538461538461,"눈물,가슴,역사,지금,마음","할머니,대한민국,여자,위안부,사람"
152,152,드라이빙 미스데이지,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10410,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/10410_P20_175818.jpg,1989,브루스 베레스포드,"모건 프리먼,제시카 탠디,댄 애크로이드",9.21,"드라마,코미디",미국,0.8705882352941177,"감동,마음,명작,인생,친구","사람,모건,프리,출세작,영화로"
153,153,리턴 투 파라다이스 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=22412,https://ssl.pstatic.net/imgmovie/mdi/mit110/0224/B2412-00.jpg,1998,조셉 루벤,"빈스 본,앤 헤이시,호아킨 피닉스,데이비드 콘래드",9.21,"드라마,로맨스,스릴러",미국,0.6632653061224489,"창희,해방일,추천,감동,최고","해방,창희,해방일,아주,건가"
154,154,타짜,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57723,https://ssl.pstatic.net/imgmovie/mdi/mit110/0577/57723_P108_160548.jpg,2006,최동훈,"조승우,김혜수,백윤식,유해진",9.21,드라마,한국,0.8241758241758241,"명작,최고,다시,인생,타짜","대한민국,조연,중간,대사,패가"
155,155,아메리칸 히스토리X,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24194,https://ssl.pstatic.net/imgmovie/mdi/mit110/0241/24194_P13_145046.jpg,1998,토니 케이,"에드워드 노튼,에드워드 펄롱",9.2,"범죄,드라마",미국,0.6702127659574468,"증오,노튼,에드워드,펄롱,인생","노튼,사람,에드워드,인종차별,혐오"
156,156,라디오 스타,https://movie.naver.com/movie/bi/mi/basic.nhn?code=58088,https://ssl.pstatic.net/imgmovie/mdi/mit110/0580/E8088-01.jpg,2006,이준익,"박중훈,안성기",9.2,드라마,한국,0.7666666666666667,"감동,다시,인생,지금,최고","사람,장면,기분,수도,볼때"
157,157,"서서평, 천천히 평온하게",https://movie.naver.com/movie/bi/mi/basic.nhn?code=160135,https://ssl.pstatic.net/imgmovie/mdi/mit110/1601/160135_P11_093526.jpg,2017,"홍주연,홍현정","하정우,윤안나,안은새",9.2,다큐멘터리,한국,0.82,"감동,선교사,서평,사랑,마음","서평,다큐,상영,선교사,생명"
158,158,파 앤드 어웨이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13234,https://ssl.pstatic.net/imgmovie/mdi/mit110/0132/13234_P05_164720.jpg,1992,론 하워드,"톰 크루즈,니콜 키드먼",9.2,"로맨스,서부극(웨스턴),어드벤처",미국,0.7978723404255319,"니콜,키드,시절,다시,크루즈","니콜,내용,년전,톰크루즈,순간"
159,159,반드시 크게 들을 것 2 : Wild Days,https://movie.naver.com/movie/bi/mi/basic.nhn?code=97234,https://ssl.pstatic.net/imgmovie/mdi/mit110/0972/97234_P06_192655.jpg,2012,백승화,갤럭시 익스프레스,9.2,다큐멘터리,한국,0.6774193548387096,"갤럭시,최고,음악,에너지,익스","주년,사람,청춘,에버,열정"
160,160,너에게 가는 길,https://movie.naver.com/movie/bi/mi/basic.nhn?code=203715,https://ssl.pstatic.net/imgmovie/mdi/mit110/2037/203715_P16_112130.jpg,2021,변규리,"정은애,강선화,봉레오,정예준,곽인선,남성준,정동렬",9.2,다큐멘터리,한국,0.8279569892473119,"성소수자,사람,부모님,이야기,감동","동성애,모든,자식,상영,무지개"
161,161,과속스캔들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51143,https://ssl.pstatic.net/imgmovie/mdi/mit110/0511/E1143-00.jpg,2008,강형철,"차태현,박보영,왕석현",9.2,코미디,한국,0.8192771084337349,"지금,감동,재미,다시,코미디","이해,완전,가끔,이제,영화로"
162,162,밴디트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=22082,https://ssl.pstatic.net/imgmovie/mdi/mit110/0220/B2082-00.jpg,1997,카챠 본 가르니에,"카챠 리만,야스민 타바타바이,니콜레트 크레비츠,유타 호프만,하네스 재닉,베르너 슈라이어",9.2,드라마,독일,0.79,"음악,자유,최고,마지막,명작","음악,개연,별로,수준,중간"
163,163,파수꾼,https://movie.naver.com/movie/bi/mi/basic.nhn?code=75378,https://ssl.pstatic.net/imgmovie/mdi/mit110/0753/75378_P20_105056.jpg,2010,윤성현,"이제훈,서준영,박정민,조성하",9.2,드라마,한국,0.735632183908046,"친구,마음,감정,기태,모습","친구,기태,초반,사람,감정"
164,164,우뢰매 : 외계에서 온 우뢰매,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10819,https://ssl.pstatic.net/imgmovie/mdi/mit110/0108/10819_P03_100812.jpg,1986,김청기,"심형래,천은경",9.2,"액션,코미디,판타지",한국,0.7244897959183674,"우뢰매,당시,최고,추억,기억","우뢰매,사람,칠이,당시,관객수"
165,165,영웅본색,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10110,https://ssl.pstatic.net/imgmovie/mdi/mit110/0101/10110_P63_140703.jpg,1986,오우삼,"적룡,장국영,주윤발",9.2,"액션,범죄",홍콩,0.8461538461538461,"명작,홍콩,느와르,인생,최고","완벽,아저씨,사람,마크,주연"
166,166,제리 맥과이어,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17942,https://ssl.pstatic.net/imgmovie/mdi/mit110/0179/17942_P32_105323.jpg,1996,카메론 크로우,톰 크루즈,9.19,"드라마,코미디",미국,0.8260869565217391,"감동,다시,인생,사랑,눈물","사람,년대,정신,중간,대사"
167,167,랜드 앤 프리덤 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17874,https://ssl.pstatic.net/imgmovie/mdi/mit110/0178/A7874-01.jpg,1995,켄 로치,"이안 하트,로자나 패스터,이시아 볼레인,톰 길로이,마크 마르티네즈,프레드릭 피에롯",9.19,"전쟁,드라마","영국,독일,스페인",0.7608695652173914,"스페인,혁명,내전,이야기,로치","혁명,평가,로치,이념,분간"
168,168,효자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=208839,https://ssl.pstatic.net/imgmovie/mdi/mit110/2088/208839_P13_111625.jpg,2021,이훈국,"연운경,김뢰하,이철민,정경호,박효준,전운종,안민영,엄주연",9.18,"코미디,공포(호러)",한국,0.7912087912087912,"감동,엄마,마지막,마음,다시","좀비,처음,코미디,신파,나중"
169,169,극장판 엄마 까투리: 도시로 간 까투리 가족,https://movie.naver.com/movie/bi/mi/basic.nhn?code=218816,https://ssl.pstatic.net/imgmovie/mdi/mit110/2188/218816_P21_171037.jpg,2019,정길훈,"김서영,이윤희,김은아,전해리,이지현",9.18,애니메이션,한국,0.8979591836734694,"까투리,엄마,감동,어른,가족","까투리,어른,인형,어린이,사냥"
170,170,코치 카터,https://movie.naver.com/movie/bi/mi/basic.nhn?code=39857,https://ssl.pstatic.net/imgmovie/mdi/mit110/0398/C9857-00.jpg,2005,토마스 <b>카터</b>,사무엘 L. 잭슨,9.18,드라마,미국,0.8144329896907216,"감동,인생,최고,실화,명작","카터,코치,사람,스승,농구"
171,171,일 포스티노,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17796,https://ssl.pstatic.net/imgmovie/mdi/mit110/0177/17796_P18_101625.jpg,1994,마이클 래드포드,"필립 느와레,마시모 트로이시",9.18,"드라마,코미디,로맨스","이탈리아,프랑스",0.8571428571428571,"인생,사랑,음악,시인,감동","사람,진주,회상,주인공,칠레"
172,172,크루아상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=197496,https://ssl.pstatic.net/imgmovie/mdi/mit110/1974/197496_P10_154203.jpg,2020,조성규,"남보라,혁",9.18,드라마,한국,0.8243243243243243,"크루아상,한상혁,힐링,보기,인생","평론가,표현,대사,공감,밀가루"
173,173,뽀로로 극장판 공룡섬 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=169349,https://ssl.pstatic.net/imgmovie/mdi/mit110/1693/169349_P08_145715.jpg,2017,"김현호,윤제완","이선,이미자,함수정,홍소영,정미숙,김서영,김환진",9.18,애니메이션,한국,0.75,"뽀로로,최고,역시,어른,통령","뽀로로,통령,만세,어린이,별로"
174,174,칠곡 가시나들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181717,https://ssl.pstatic.net/imgmovie/mdi/mit110/1817/181717_P15_104423.jpg,2018,김재환,"박금분,곽두조,강금연,안윤선,박월선,김두선,이원순,박복형,주석희",9.17,다큐멘터리,한국,0.84375,"할머니,마음,어머니,가슴,눈물","할머니,라면,무리수,눈물,이나"
175,175,극장판 샤이닝스타:새로운 루나퀸의 탄생!,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185925,https://ssl.pstatic.net/imgmovie/mdi/mit110/1859/185925_P22_112934.jpg,2019,"박일호,정지훈","정혜원,이명호,박리나,이지현",9.17,애니메이션,한국,0.865979381443299,"노래,샤이닝,스타,엄마,스크린","스타즈,토이,스타,가면라이더,파워레인저"
176,176,어퓨굿맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12324,https://ssl.pstatic.net/imgmovie/mdi/mit110/0123/A2324-00.jpg,1992,로브 라이너,"톰 크루즈,잭 니콜슨,데미 무어",9.17,"범죄,드라마,스릴러",미국,0.7391304347826086,"법정,톰크루즈,크루즈,최고,잭니콜슨","우영,데미무어,지금,법정,사람"
177,177,사잇소리,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213418,https://ssl.pstatic.net/imgmovie/mdi/mit110/2134/213418_P12_141204.jpg,2022,김정욱,"류화영,박진우",9.16,스릴러,한국,0.8775510204081632,"스릴러,소재,층간소음,긴장감,몰입","장난,관계자,알바,독립,여자"
178,178,보희와 녹양,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179397,https://ssl.pstatic.net/imgmovie/mdi/mit110/1793/179397_P01_101721.jpg,2018,안주영,"안지호,김주아,서현우,신동미",9.16,드라마,한국,0.8202247191011236,"이야기,마음,기분,사람,가족","동성애,여름,알바,동성애자,그림"
179,179,이집트 왕자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19527,https://ssl.pstatic.net/imgmovie/mdi/mit110/0195/19527_P16_172943.jpg,1998,"브렌다 채프먼,스티브 히크너,사이먼 웰스","산드라 블록,랄프 파인즈,대니 글로버,제프 골드브럼,발 킬머,스티브 마틴,헬렌 미렌,미셸 파이퍼,마틴 숏,패트릭 스튜어트",9.16,"애니메이션,드라마,가족",미국,0.7956989247311828,"감동,모세,다시,최고,장면","이집트,기독교,왕자,디즈니,픽사"
180,180,목숨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=130378,https://ssl.pstatic.net/imgmovie/mdi/mit110/1303/130378_P53_144522.jpg,2014,이창재,"박수명,박진우,신창열,김정자",9.15,다큐멘터리,한국,0.7474747474747475,"죽음,대해,다시,한번,사람","사람,죽음,대해,호스피스,관심"
181,181,와이키키 브라더스,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31422,https://ssl.pstatic.net/imgmovie/mdi/mit110/0314/C1422-00.jpg,2001,임순례,"이얼,박원상,황정민,오광록,오지혜,류승범",9.15,드라마,한국,0.8021978021978022,"인생,현실,다시,최고,이야기","명복,년전,밴드,인생,다이얼"
182,182,해리슨 포드의 도망자,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13042,https://ssl.pstatic.net/imgmovie/mdi/mit110/0130/A3042-00.jpg,1993,앤드루 데이비스,"해리슨 포드,토미 리 존스",9.15,"드라마,스릴러,액션",미국,0.7319587628865979,"명작,지금,최고,포드,도망자","경찰,장면,해리슨,포드,존스"
183,183,그 사람 그 사랑 그 세상,https://movie.naver.com/movie/bi/mi/basic.nhn?code=125711,https://ssl.pstatic.net/imgmovie/mdi/mit110/1257/125711_P09_142207.jpg,2014,권혁만,"강석우,이광기,최강희,배창복",9.15,다큐멘터리,한국,0.83,"사랑,목사,감동,양원,예수님","사람,목사,감당,사랑,기독교"
184,184,범죄도시,https://movie.naver.com/movie/bi/mi/basic.nhn?code=161242,https://ssl.pstatic.net/imgmovie/mdi/mit110/1612/161242_P26_155507.jpg,2017,강윤성,"마동석,윤계상",9.15,"범죄,액션",한국,0.6630434782608695,"장첸,다시,역시,범죄,액션","범죄,도시,장첸,아버지,내용"
185,185,첨밀밀 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17997,https://ssl.pstatic.net/imgmovie/mdi/mit110/0179/A7997-00.jpg,1996,진가신,"여명,장만옥",9.15,로맨스,홍콩,0.9130434782608696,"사랑,명작,다시,최고,인생","사람,이해,나이,순간,불륜"
186,186,봄날은 간다,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31801,https://ssl.pstatic.net/imgmovie/mdi/mit110/0318/C1801-01.jpg,2001,허진호,"유지태,이영애",9.14,드라마,한국,0.8191489361702128,"사랑,봄날,상우,라면,지금","봄날,상우,간다,사람,여자"
187,187,말모이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167699,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167699_P40_175859.jpg,2018,엄유나,"유해진,윤계상",9.14,드라마,한국,0.8160919540229885,"감동,한글,위해,우리말,다시","사람,웃기,걸음,한글,희생"
188,188,에너미 오브 스테이트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19521,https://ssl.pstatic.net/imgmovie/mdi/mit110/0195/A9521-00.jpg,1998,토니 스콧,"윌 스미스,진 핵크만",9.14,"드라마,액션,스릴러",미국,0.7142857142857143,"지금,명작,토니,스콧,개인","년도,할리우드,마누라,짜임새,요즘"
189,189,엄마의 공책,https://movie.naver.com/movie/bi/mi/basic.nhn?code=156322,https://ssl.pstatic.net/imgmovie/mdi/mit110/1563/156322_P30_145206.jpg,2017,김성호,"이주실,이종혁",9.14,"드라마,가족",한국,0.8484848484848485,"엄마,감동,어머니,마음,가족","치매,복도,자식,할머니,어머니"
190,190,보물성,https://movie.naver.com/movie/bi/mi/basic.nhn?code=32115,https://ssl.pstatic.net/imgmovie/mdi/mit110/0321/C2115-00.jpg,2002,"론 클레멘츠,존 머스커","로스코 리 브라운,코리 버튼,데인 A. 데이비스,조셉 고든 레빗",9.14,"어드벤처,판타지,SF",미국,0.7578947368421053,"디즈니,명작,흥행,최고,인생","사람,흥행,초반,이영화,속편"
191,191,오직 그대만,https://movie.naver.com/movie/bi/mi/basic.nhn?code=82219,https://ssl.pstatic.net/imgmovie/mdi/mit110/0822/82219_P19_111710.jpg,2011,송일곤,"소지섭,한효주",9.14,로맨스,한국,0.8617021276595744,"눈물,감동,사랑,인생,가슴","와이프,클레멘타인,라쿤,존나,간지"
192,192,극장판 공룡메카드: 타이니소어의 섬,https://movie.naver.com/movie/bi/mi/basic.nhn?code=180372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1803/180372_P16_101254.jpg,2018,"최신규,유재운","김서영,엄상현,안현서,김장",9.14,애니메이션,한국,0.85,"아들,공룡,노래,카드,어른","민망,초등학생,남자,부모,라면"
193,193,할머니는 일학년,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94594,https://ssl.pstatic.net/imgmovie/mdi/mit110/0945/94594_P03_115309.jpg,2012,진광교,"김진구,신채연",9.14,"가족,드라마",한국,0.7448979591836735,"할머니,감동,눈물,마음,고인","할머니,내용,외국인,개념,인물"
194,194,스텝 업 3D,https://movie.naver.com/movie/bi/mi/basic.nhn?code=71987,https://ssl.pstatic.net/imgmovie/mdi/mit110/0719/71987_P14_120718.jpg,2010,존 추,"샤니 빈슨,릭 말람브리,애덤 G. 세바니",9.13,"드라마,로맨스",미국,0.5858585858585859,"스텝업,무스,최고,시리즈,댄스","평론가,무스,스텝업,장면,소리"
195,195,아이,https://movie.naver.com/movie/bi/mi/basic.nhn?code=194463,https://ssl.pstatic.net/imgmovie/mdi/mit110/1944/194463_P27_155819.jpg,2021,김현탁,"김향기,류현경,염혜란",9.13,드라마,한국,0.8387096774193549,"감동,현실,사회,사람,이야기","제발,처음,감동,사람,내용"
196,196,물숨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137841,https://ssl.pstatic.net/imgmovie/mdi/mit110/1378/137841_P16_153930.jpg,2016,고희영,"김정자,이순옥,김연희,고희영,채시라,안현모",9.13,다큐멘터리,한국,0.845360824742268,"해녀,바다,감동,이야기,그녀","해녀,바다,욕심,오버,나레이션"
197,197,마우스헌트,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18801,https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8801-00.jpg,1997,고어 버빈스키,"네이단 레인,리 에반스",9.13,"가족,액션,코미디",미국,0.74,"코미디,명작,다시,추억,최고","형제,새끼,시작,존나,바보"
198,198,씨스터 액트 2 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16172,https://ssl.pstatic.net/imgmovie/mdi/mit110/0161/A6172-00.jpg,1993,빌 듀크,우피 골드버그,9.13,코미디,미국,0.8421052631578947,"감동,최고,음악,다시,인생","로린,제니퍼,당시,금보,사람"
199,199,뽀로로 극장판 드래곤캐슬 대모험,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213481,https://ssl.pstatic.net/imgmovie/mdi/mit110/2134/213481_P13_180201.jpg,2022,"강승훈,윤제완","이선,이미자,김현지,홍소영,정미숙,김서영,김환진,소연,김혜성,이장원,사문영,엄상현",9.13,애니메이션,한국,0.8,"뽀로로,역시,최고,감동,극장판","뽀로로,극장판,뽀로뽀,대한민국,배격"
200,200,국가대표,https://movie.naver.com/movie/bi/mi/basic.nhn?code=47385,https://ssl.pstatic.net/imgmovie/mdi/mit110/0473/47385_P00_185924.jpg,2009,김용화,"하정우,성동일,김지석,김동욱,최재환,이재응,이은성",9.13,"드라마,액션,코미디",한국,0.8170731707317073,"감동,최고,다시,국가대표,인생","신파,쿨러닝,감동,내용,표절"
201,201,첩혈쌍웅,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10113,https://ssl.pstatic.net/imgmovie/mdi/mit110/0101/10113_P21_152401.jpg,1989,오우삼,"주윤발,이수현,엽천문",9.12,"드라마,범죄,스릴러,액션",홍콩,0.7555555555555555,"최고,홍콩,느와르,영웅본색,첩혈쌍웅","총알,영웅본색,남자,모든,첩혈쌍웅"
202,202,돌로레스 클레이븐 ,https://movie.naver.com/movie/bi/mi/basic.nhn?code=17233,https://ssl.pstatic.net/imgmovie/mdi/mit110/0172/A7233-00.jpg,1994,테일러 핵포드,"캐시 베이츠,제니퍼 제이슨 리",9.12,"미스터리,드라마",미국,0.7653061224489796,"최고,원작,스티븐,그녀,명작","어머니,여자,시베이,엄마,사람"
203,203,뮬란,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19128,https://ssl.pstatic.net/imgmovie/mdi/mit110/0191/19128_P43_151256.jpg,1998,"토니 밴크로프트,베리 쿡","밍나 웬,레아 살롱가,B.D. 웡,도니 오즈몬드,코코 리,성룡",9.12,"애니메이션,어드벤처",미국,0.7582417582417582,"디즈니,뮬란,최고,애니,실사","뮬란,실사,유역비,애니,무협"
204,204,빽 투 더 퓨쳐 3,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10004,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/A0004-00.jpg,1990,로버트 저메키스,"마이클 J. 폭스,크리스토퍼 로이드,메리 스틴버겐,토머스 F. 윌슨",9.12,"SF,코미디,어드벤처",미국,0.7659574468085106,"시리즈,미래,최고,명작,마지막","시리즈,마이클,폭스,시간여행,투더"
205,205,이터널 선샤인,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38444,https://ssl.pstatic.net/imgmovie/mdi/mit110/0384/38444_P53_180242.jpg,2004,미셸 공드리,"짐 캐리,케이트 윈슬렛,커스틴 던스트",9.12,로맨스,미국,0.8571428571428571,"사랑,기억,다시,감정,서로","사람,이해,캐리,봣다,케이트"
206,206,호로비츠를 위하여,https://movie.naver.com/movie/bi/mi/basic.nhn?code=56083,https://ssl.pstatic.net/imgmovie/mdi/mit110/0560/E6083-01.jpg,2006,권형진,"엄정화,신의재,박용우",9.12,드라마,한국,0.7978723404255319,"감동,최고,눈물,기억,다시","캐릭터,근황,걸음,내용,한국영"
207,207,전투왕,https://movie.naver.com/movie/bi/mi/basic.nhn?code=213624,https://ssl.pstatic.net/imgmovie/mdi/mit110/2136/213624_P01_164933.jpg,2021,이상호,"이한열,배은심,이상호,전두환",9.12,다큐멘터리,한국,0.6210526315789474,"역사,국민,전투,대한민국,기자","정치,광주,사람,쓰레기,시민"
